ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
192.168.221.11,58,6,18.210.197.188,1665372721.3862872,231,38902,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.386557,64,443,A,38902
192.168.221.11,97,6,18.210.197.188,1665372721.3868282,231,38902,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.3871112,64,443,A,38902
192.168.221.11,52,6,18.210.197.188,1665372721.3873317,230,38898,A,443
18.210.197.188,816,6,192.168.221.11,1665372721.3876271,64,443,PA,38902
192.168.221.11,58,6,18.210.197.188,1665372721.3879182,230,38898,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.3881946,64,443,A,38898
192.168.221.11,97,6,18.210.197.188,1665372721.3884168,230,38898,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.3886895,64,443,A,38898
192.168.221.11,52,6,142.250.204.100,1665372721.3889058,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3892133,54,51406,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.3894465,54,51406,A,443
192.168.221.11,123,6,142.250.204.100,1665372721.389768,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.3900852,54,51406,PA,443
192.168.221.11,91,6,142.250.204.100,1665372721.390355,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.390634,64,443,A,51406
142.250.204.100,91,6,192.168.221.11,1665372721.390875,64,443,PA,51406
192.168.221.11,52,6,142.250.204.100,1665372721.3911521,54,51406,A,443
142.250.204.46,52,6,192.168.221.11,1665372721.391364,64,443,A,48074
142.250.66.99,52,6,192.168.221.11,1665372721.3915753,64,443,A,37044
49.213.114.58,52,6,192.168.221.11,1665372721.3917968,64,443,A,36344
23.198.102.28,52,6,192.168.221.11,1665372721.3920085,64,443,A,53748
108.177.125.188,52,6,192.168.221.11,1665372721.392222,64,5228,A,54366
23.198.113.157,52,6,192.168.221.11,1665372721.3924432,64,443,A,35404
54.192.18.39,52,6,192.168.221.11,1665372721.39266,64,443,A,46800
192.168.221.11,52,6,49.213.114.58,1665372721.3928735,55,36344,A,443
192.168.221.11,52,6,142.250.204.46,1665372721.3930871,118,48074,A,443
192.168.221.11,52,6,23.198.102.28,1665372721.393299,53,53748,A,443
192.168.221.11,52,6,54.192.18.39,1665372721.393514,238,46800,A,443
192.168.221.11,52,6,23.198.113.157,1665372721.3937945,53,35404,A,443
192.168.221.11,52,6,108.177.125.188,1665372721.394046,118,54366,A,5228
192.168.221.11,52,6,142.250.66.99,1665372721.3942733,118,37044,A,443
192.168.221.11,52,6,18.210.197.188,1665372721.394496,234,38910,A,443
192.168.221.11,58,6,18.210.197.188,1665372721.3947198,234,38910,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.3949897,64,443,A,38910
192.168.221.11,97,6,18.210.197.188,1665372721.3952012,234,38910,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.3954778,64,443,A,38910
192.168.221.11,1666,6,18.210.197.188,1665372721.3957007,231,38902,PA,443
18.210.197.188,52,6,192.168.221.11,1665372721.3959913,64,443,A,38902
142.251.220.74,158,6,192.168.221.11,1665372721.3962197,64,443,PA,58520
142.251.220.74,91,6,192.168.221.11,1665372721.396493,64,443,PA,58520
142.250.204.100,484,6,192.168.221.11,1665372721.3967702,64,443,PA,51406
142.251.220.74,131,6,192.168.221.11,1665372721.397046,64,443,PA,58520
142.251.220.74,280,6,192.168.221.11,1665372721.3973234,64,443,PA,58520
104.18.42.171,95,6,192.168.221.11,1665372721.3976133,64,443,PA,39146
104.18.42.171,254,6,192.168.221.11,1665372721.3978915,64,443,PA,39146
104.18.42.171,199,6,192.168.221.11,1665372721.3982077,64,443,PA,39146
192.168.221.11,52,6,142.250.204.100,1665372721.3984706,54,51406,A,443
192.168.221.11,52,6,142.251.220.74,1665372721.398687,54,58520,A,443
192.168.221.11,91,6,142.251.220.74,1665372721.3989022,54,58520,PA,443
192.168.221.11,40,6,104.18.42.171,1665372721.3991945,55,39146,A,443
192.168.221.11,40,6,104.18.42.171,1665372721.399442,55,39146,A,443
192.168.221.11,40,6,104.18.42.171,1665372721.399673,55,39146,A,443
192.168.221.11,52,6,142.251.220.74,1665372721.3999033,54,58520,A,443
192.168.221.11,88,6,104.18.42.171,1665372721.4001272,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.4004521,64,443,A,39146
192.168.221.11,596,6,104.18.42.171,1665372721.4007325,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.4010155,64,443,A,39146
204.246.169.46,60,6,192.168.221.11,1665372721.4012234,64,443,S,53886
204.246.169.46,60,6,192.168.221.11,1665372721.4015188,64,443,S,53892
204.246.169.46,60,6,192.168.221.11,1665372721.4017441,64,443,S,53898
104.18.42.171,75,6,192.168.221.11,1665372721.4019961,64,443,PA,39146
192.168.221.11,171,6,142.251.220.74,1665372721.402289,54,58520,PA,443
142.251.220.74,52,6,192.168.221.11,1665372721.4026077,64,443,A,58520
192.168.221.11,816,6,142.251.220.74,1665372721.4029276,54,58520,PA,443
142.251.220.74,87,6,192.168.221.11,1665372721.403207,64,443,PA,58520
192.168.221.11,148,6,142.251.220.74,1665372721.4034832,54,58520,PA,443
192.168.221.11,744,6,142.251.220.74,1665372721.4037611,54,58520,PA,443
192.168.221.11,328,6,142.251.220.74,1665372721.4040492,54,58520,PA,443
192.168.221.11,170,6,142.251.220.74,1665372721.4043229,54,58520,PA,443
192.168.221.11,91,6,142.251.220.74,1665372721.40459,54,58520,PA,443
192.168.221.11,185,6,142.251.220.74,1665372721.4050307,54,58520,PA,443
192.168.221.11,106,6,142.251.220.74,1665372721.4055037,54,58520,PA,443
142.251.220.74,52,6,192.168.221.11,1665372721.4059815,64,443,A,58520
142.251.220.74,91,6,192.168.221.11,1665372721.406338,64,443,PA,58520
192.168.221.11,125,6,142.251.220.74,1665372721.4068255,54,58520,PA,443
192.168.221.11,1438,6,142.251.220.74,1665372721.4071536,54,58520,PA,443
142.251.220.74,52,6,192.168.221.11,1665372721.4074655,64,443,A,58520
192.168.221.11,189,6,142.251.220.74,1665372721.4077094,54,58520,PA,443
192.168.221.11,643,6,142.251.220.74,1665372721.40804,54,58520,PA,443
192.168.221.11,393,6,142.251.220.74,1665372721.4085898,54,58520,PA,443
142.251.220.74,52,6,192.168.221.11,1665372721.409042,64,443,A,58520
192.168.221.11,123,6,142.250.204.100,1665372721.4094455,54,51406,PA,443
192.168.221.11,83,6,142.250.204.100,1665372721.4099267,54,51406,PA,443
192.168.221.11,91,6,142.250.204.100,1665372721.410378,54,51406,PA,443
142.250.204.100,52,6,192.168.221.11,1665372721.4108462,64,443,A,51406
142.250.204.100,91,6,192.168.221.11,1665372721.4111416,64,443,PA,51406
192.168.221.11,60,6,204.246.169.46,1665372721.411448,241,53892,SA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4116962,64,443,A,53892
192.168.221.11,40,6,104.18.42.171,1665372721.4119306,55,39146,A,443
192.168.221.11,60,6,204.246.169.46,1665372721.412254,242,53898,SA,443
204.246.169.46,52,6,192.168.221.11,1665372721.412663,64,443,A,53898
192.168.221.11,60,6,204.246.169.46,1665372721.4129367,242,53886,SA,443
204.246.169.46,52,6,192.168.221.11,1665372721.413184,64,443,A,53886
204.246.169.46,569,6,192.168.221.11,1665372721.41342,64,443,PA,53892
204.246.169.46,569,6,192.168.221.11,1665372721.413752,64,443,PA,53898
204.246.169.46,569,6,192.168.221.11,1665372721.4140818,64,443,PA,53886
192.168.221.11,52,6,142.251.220.74,1665372721.414401,54,58520,A,443
192.168.221.11,52,6,142.250.204.100,1665372721.4146338,54,51406,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.4148676,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.4150927,242,53898,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.4153416,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4156697,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4159348,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4162385,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4164777,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.41681,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4171872,242,53898,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4175005,64,443,A,53898
192.168.221.11,1438,6,204.246.169.46,1665372721.4177356,242,53898,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4180572,64,443,A,53898
192.168.221.11,1438,6,204.246.169.46,1665372721.4183352,242,53898,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4186537,64,443,A,53898
192.168.221.11,1438,6,204.246.169.46,1665372721.4189255,242,53898,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4192574,64,443,A,53898
192.168.221.11,490,6,204.246.169.46,1665372721.4194872,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4197934,64,443,A,53892
192.168.221.11,490,6,204.246.169.46,1665372721.4200258,242,53898,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4203203,64,443,A,53898
192.168.221.11,52,6,204.246.169.46,1665372721.4205532,242,53886,A,443
192.168.221.11,2824,6,204.246.169.46,1665372721.4208379,242,53886,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4211516,64,443,A,53886
192.168.221.11,2824,6,204.246.169.46,1665372721.4214356,242,53886,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4217443,64,443,A,53886
204.246.169.46,116,6,192.168.221.11,1665372721.4220212,64,443,PA,53892
204.246.169.46,116,6,192.168.221.11,1665372721.4224222,64,443,PA,53898
204.246.169.46,52,6,192.168.221.11,1665372721.4227293,64,443,FA,53898
204.246.169.46,150,6,192.168.221.11,1665372721.4229705,64,443,PA,53892
204.246.169.46,52,6,192.168.221.11,1665372721.4233098,64,443,FA,53886
192.168.221.11,490,6,204.246.169.46,1665372721.4235506,242,53886,PA,443
204.246.169.46,40,6,192.168.221.11,1665372721.4238741,64,443,R,53886
204.246.169.46,474,6,192.168.221.11,1665372721.4241683,64,443,PA,53892
204.246.169.46,138,6,192.168.221.11,1665372721.4246852,64,443,PA,53892
204.246.169.46,125,6,192.168.221.11,1665372721.4252944,64,443,PA,53892
192.168.221.11,52,6,204.246.169.46,1665372721.4258015,241,53892,A,443
192.168.221.11,198,6,204.246.169.46,1665372721.426165,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4266155,64,443,A,53892
192.168.221.11,114,6,204.246.169.46,1665372721.4269817,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4273198,64,443,A,53892
204.246.169.46,83,6,192.168.221.11,1665372721.4275565,64,443,PA,53892
192.168.221.11,52,6,204.246.169.46,1665372721.4278498,242,53898,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.428135,241,53892,A,443
192.168.221.11,83,6,204.246.169.46,1665372721.4284782,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4289382,64,443,A,53892
192.168.221.11,198,6,204.246.169.46,1665372721.4291868,242,53898,PA,443
204.246.169.46,40,6,192.168.221.11,1665372721.4294896,64,443,R,53898
192.168.221.11,114,6,204.246.169.46,1665372721.4297159,242,53898,PA,443
204.246.169.46,40,6,192.168.221.11,1665372721.4301772,64,443,R,53898
192.168.221.11,52,6,204.246.169.46,1665372721.430556,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.430933,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.431315,241,53892,A,443
192.168.221.11,52,6,204.246.169.46,1665372721.4315536,242,53898,FA,443
204.246.169.46,40,6,192.168.221.11,1665372721.4318218,64,443,R,53898
192.168.221.11,1438,6,204.246.169.46,1665372721.4322007,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4326699,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4329402,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4334724,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.433841,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.434262,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4346862,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4350889,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4357162,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4359605,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4363496,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.436642,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4368742,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4371681,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.437452,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.437678,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4380057,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4383037,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4385314,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4388247,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4391675,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4393973,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.439684,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4399092,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4401958,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4404829,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4407141,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4409978,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4412787,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.441497,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4417925,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4421082,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4423466,241,53892,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4434493,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4437969,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4441516,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.444451,64,443,A,53892
104.18.42.171,95,6,192.168.221.11,1665372721.4446704,64,443,PA,39146
104.18.42.171,254,6,192.168.221.11,1665372721.4449422,64,443,PA,39146
142.250.66.40,140,6,192.168.221.11,1665372721.4452121,64,443,PA,37600
192.168.221.11,1438,6,204.246.169.46,1665372721.4454973,241,53892,A,443
142.250.66.40,91,6,192.168.221.11,1665372721.4457912,64,443,PA,37600
104.18.42.171,199,6,192.168.221.11,1665372721.4461057,64,443,PA,39146
192.168.221.11,1438,6,204.246.169.46,1665372721.4463856,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4466653,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4468853,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.447171,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.447475,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4477708,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.448012,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4483047,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4485273,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.448806,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4490294,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4493124,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.449543,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4498253,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4500966,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4503865,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4506664,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.450957,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4511812,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4514961,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4517384,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4520345,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.452257,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4525428,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4527662,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.453056,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4532797,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4535627,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4537876,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4541044,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.45433,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.454613,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4548361,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4551191,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4553432,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4556603,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4558947,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.456178,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4564068,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4566858,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4569116,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4571946,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4574177,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4577723,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4580321,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4583447,64,443,A,53892
192.168.221.11,52,6,142.250.66.40,1665372721.4585702,118,37600,A,443
192.168.221.11,52,6,142.250.66.40,1665372721.4587858,118,37600,A,443
192.168.221.11,91,6,142.250.66.40,1665372721.459005,118,37600,PA,443
192.168.221.11,1438,6,204.246.169.46,1665372721.459279,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4596434,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4598696,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4601479,64,443,A,53892
192.168.221.11,40,6,104.18.42.171,1665372721.4603672,55,39146,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4606183,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4609041,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4611254,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4614067,64,443,A,53892
192.168.221.11,40,6,104.18.42.171,1665372721.4616232,55,39146,A,443
192.168.221.11,1438,6,204.246.169.46,1665372721.4618702,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4621909,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.46241,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4626906,64,443,A,53892
192.168.221.11,40,6,104.18.42.171,1665372721.4629102,55,39146,A,443
192.168.221.11,88,6,104.18.42.171,1665372721.4631488,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.4634154,64,443,A,39146
192.168.221.11,1438,6,204.246.169.46,1665372721.4636343,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4639122,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4641325,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4644747,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4646952,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4649842,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.465215,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4655008,64,443,A,53892
192.168.221.11,574,6,104.18.42.171,1665372721.4657197,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.4660316,64,443,A,39146
192.168.221.11,2824,6,204.246.169.46,1665372721.4662576,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4665418,64,443,A,53892
192.168.221.11,575,6,104.18.42.171,1665372721.466761,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372721.4670448,64,443,A,39146
192.168.221.11,2824,6,204.246.169.46,1665372721.4672573,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4675388,64,443,A,53892
104.16.149.64,60,6,192.168.221.11,1665372721.467752,64,443,S,50646
192.168.221.11,1438,6,204.246.169.46,1665372721.46807,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.468374,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4685988,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.468882,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.46912,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4694157,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4696383,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4699237,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4701848,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4704628,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4707508,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4710546,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4712732,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4716213,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4718502,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4721313,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4724042,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4726896,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4729216,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4732049,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.473426,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4737072,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4739342,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4742563,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.474479,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.474764,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4749928,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.475306,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4755254,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4758053,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4760325,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4763265,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4765446,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4768286,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4770603,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4773402,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.477567,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4778495,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4781091,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4784744,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4787025,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4789956,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4792368,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4795434,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4797823,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4800906,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4803386,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.480614,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4808354,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4811134,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4813354,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.481612,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4818397,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4821646,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4823868,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4826667,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4829552,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4832416,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4834719,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4837594,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4839854,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4842663,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.48449,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.4847925,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.485034,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4853158,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4856014,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.485887,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4861484,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.48643,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4866533,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.486936,64,443,A,53892
192.168.221.11,2824,6,204.246.169.46,1665372721.4871662,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.487453,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.487704,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.487986,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4882119,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4885182,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.4887404,241,53892,A,443
204.246.169.46,52,6,192.168.221.11,1665372721.4890757,64,443,A,53892
192.168.221.11,1438,6,204.246.169.46,1665372721.489307,241,53892,PA,443
204.246.169.46,52,6,192.168.221.11,1665372721.489583,64,443,A,53892
