ip_dst,ip_len,ip_proto,ip_src,ip_time,ip_ttl,tcp_dport,tcp_flag,tcp_sport
192.168.221.11,1424,6,104.16.149.64,1665372721.9987826,55,50656,PA,443
192.168.221.11,1438,6,104.16.149.64,1665372721.99926,55,50656,A,443
192.168.221.11,2836,6,104.16.149.64,1665372721.9997432,55,50656,A,443
192.168.221.11,1410,6,104.16.149.64,1665372722.0002313,55,50656,PA,443
192.168.221.11,2625,6,104.16.149.64,1665372722.0007868,55,50656,PA,443
192.168.221.11,71,6,104.16.149.64,1665372722.0013092,55,50656,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.001801,64,443,A,50656
192.168.221.11,60,6,23.198.125.28,1665372722.0021849,54,34144,SA,443
23.198.125.28,52,6,192.168.221.11,1665372722.0025723,64,443,A,34144
23.198.125.28,569,6,192.168.221.11,1665372722.0029309,64,443,PA,34144
192.168.221.11,151,6,142.250.66.40,1665372722.0034142,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0038838,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0043988,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.004786,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0052824,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.005759,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0061498,118,37600,PA,443
192.168.221.11,60,6,23.32.236.57,1665372722.006639,54,35372,SA,443
23.32.236.57,52,6,192.168.221.11,1665372722.0070083,64,443,A,35372
23.32.236.57,569,6,192.168.221.11,1665372722.007377,64,443,PA,35372
192.168.221.11,2824,6,142.250.66.40,1665372722.0079875,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0084698,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.008859,118,37600,PA,443
192.168.221.11,2824,6,142.250.66.40,1665372722.0093484,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0098467,64,443,A,37600
192.168.221.11,2545,6,142.250.66.40,1665372722.0102415,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0107253,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0111067,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0115902,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0120752,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.012453,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0129468,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.01343,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0137963,118,37600,PA,443
192.168.221.11,147,6,142.251.220.98,1665372722.0142963,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0147583,64,443,A,40256
192.168.221.11,1438,6,142.251.220.98,1665372722.0151246,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0156145,64,443,A,40256
192.168.221.11,60,6,54.192.21.21,1665372722.0159743,238,38954,SA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0163393,64,443,A,38954
192.168.221.11,1438,6,142.250.66.40,1665372722.01672,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.017196,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.0175865,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0180845,64,443,A,37600
192.168.221.11,1438,6,142.251.220.98,1665372722.0184603,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0191064,64,443,A,40256
54.192.21.21,569,6,192.168.221.11,1665372722.0194845,64,443,PA,38954
192.168.221.11,1438,6,142.250.66.40,1665372722.019965,118,37600,A,443
192.168.221.11,2824,6,142.250.66.40,1665372722.0204737,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0209577,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.021326,118,37600,PA,443
192.168.221.11,2824,6,142.251.220.98,1665372722.0218108,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0223322,64,443,A,40256
192.168.221.11,99,6,142.250.66.40,1665372722.0226984,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.023162,64,443,A,37600
142.251.220.98,87,6,192.168.221.11,1665372722.0235162,64,443,PA,40256
192.168.221.11,1438,6,142.250.66.40,1665372722.0239918,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0244715,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.024947,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.025321,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0258174,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0263216,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0267003,118,37600,PA,443
192.168.221.11,1438,6,142.251.220.98,1665372722.0271978,118,40256,A,443
142.251.220.98,52,6,192.168.221.11,1665372722.027676,64,443,A,40256
192.168.221.11,1438,6,142.251.220.98,1665372722.0280576,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0285394,64,443,A,40256
192.168.221.11,1438,6,142.250.66.40,1665372722.0289297,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0294294,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.0298178,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0303414,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0308237,118,37600,PA,443
192.168.221.11,2824,6,142.250.66.40,1665372722.0313387,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.031831,64,443,A,37600
192.168.221.11,1485,6,142.250.66.40,1665372722.0322065,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0326836,64,443,A,37600
192.168.221.11,1438,6,142.251.220.98,1665372722.033062,118,40256,A,443
142.251.220.98,52,6,192.168.221.11,1665372722.0335453,64,443,A,40256
192.168.221.11,1438,6,142.251.220.98,1665372722.034195,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0347137,64,443,A,40256
192.168.221.11,1438,6,142.250.66.40,1665372722.0351026,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.035589,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0360653,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0364356,118,37600,PA,443
192.168.221.11,1438,6,142.251.220.98,1665372722.036936,118,40256,A,443
142.251.220.98,52,6,192.168.221.11,1665372722.0374029,64,443,A,40256
192.168.221.11,1438,6,142.251.220.98,1665372722.037765,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0382547,64,443,A,40256
192.168.221.11,2824,6,142.250.66.40,1665372722.0386426,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0391276,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.039507,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.0400052,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.0403812,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0408645,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.041258,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.041732,64,443,A,37600
192.168.221.11,1485,6,142.250.66.40,1665372722.042108,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0427034,64,443,A,37600
192.168.221.11,1438,6,142.251.220.98,1665372722.0430932,118,40256,A,443
142.251.220.98,52,6,192.168.221.11,1665372722.0435784,64,443,A,40256
192.168.221.11,345,6,142.251.220.98,1665372722.0439377,118,40256,PA,443
142.251.220.98,52,6,192.168.221.11,1665372722.0444007,64,443,A,40256
142.251.220.98,91,6,192.168.221.11,1665372722.0447626,64,443,PA,40256
192.168.221.11,52,6,172.217.31.2,1665372722.0452197,55,58442,A,443
192.168.221.11,52,6,23.198.125.28,1665372722.0455797,54,34144,A,443
192.168.221.11,598,6,142.250.66.40,1665372722.0459542,118,37600,PA,443
192.168.221.11,52,6,23.32.236.57,1665372722.0464466,54,35372,A,443
192.168.221.11,1438,6,23.198.125.28,1665372722.0468137,54,34144,A,443
23.198.125.28,52,6,192.168.221.11,1665372722.047284,64,443,A,34144
192.168.221.11,1438,6,23.198.125.28,1665372722.04766,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.048146,64,443,A,34144
192.168.221.11,1213,6,23.198.125.28,1665372722.0485125,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.0489945,64,443,A,34144
192.168.221.11,1438,6,142.250.66.40,1665372722.04937,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0498488,64,443,A,37600
192.168.221.11,1438,6,142.250.66.40,1665372722.0502262,118,37600,PA,443
192.168.221.11,1438,6,142.250.66.40,1665372722.0507066,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0511777,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.0515604,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0520518,64,443,A,37600
192.168.221.11,2824,6,142.250.66.40,1665372722.0524285,118,37600,A,443
142.250.66.40,52,6,192.168.221.11,1665372722.052908,64,443,A,37600
192.168.221.11,1656,6,142.250.66.40,1665372722.053276,118,37600,PA,443
142.250.66.40,52,6,192.168.221.11,1665372722.0538478,64,443,A,37600
192.168.221.11,91,6,142.250.66.40,1665372722.0542266,118,37600,PA,443
192.168.221.11,52,6,54.192.21.21,1665372722.0546935,238,38954,A,443
192.168.221.11,1438,6,23.32.236.57,1665372722.055082,54,35372,A,443
23.32.236.57,52,6,192.168.221.11,1665372722.055567,64,443,A,35372
192.168.221.11,1438,6,23.32.236.57,1665372722.0559452,54,35372,PA,443
23.32.236.57,52,6,192.168.221.11,1665372722.0565658,64,443,A,35372
192.168.221.11,1271,6,23.32.236.57,1665372722.0569358,54,35372,PA,443
23.32.236.57,52,6,192.168.221.11,1665372722.0574133,64,443,A,35372
192.168.221.11,1438,6,54.192.21.21,1665372722.0577984,238,38954,A,443
54.192.21.21,52,6,192.168.221.11,1665372722.0582867,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0586555,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0591266,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.059492,238,38954,A,443
54.192.21.21,52,6,192.168.221.11,1665372722.05998,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0603602,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.06083,64,443,A,38954
192.168.221.11,508,6,54.192.21.21,1665372722.061195,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0616803,64,443,A,38954
23.198.125.28,132,6,192.168.221.11,1665372722.06231,64,443,PA,34144
192.168.221.11,52,6,142.251.220.98,1665372722.0628226,118,40256,A,443
23.32.236.57,132,6,192.168.221.11,1665372722.0631902,64,443,PA,35372
142.250.66.40,91,6,192.168.221.11,1665372722.0636692,64,443,PA,37600
23.198.125.28,634,6,192.168.221.11,1665372722.0641377,64,443,PA,34144
23.32.236.57,150,6,192.168.221.11,1665372722.064606,64,443,PA,35372
23.32.236.57,453,6,192.168.221.11,1665372722.0650747,64,443,PA,35372
54.192.21.21,116,6,192.168.221.11,1665372722.0656471,64,443,PA,38954
54.192.21.21,150,6,192.168.221.11,1665372722.0661428,64,443,PA,38954
54.192.21.21,481,6,192.168.221.11,1665372722.066631,64,443,PA,38954
192.168.221.11,52,6,142.251.220.98,1665372722.0671034,118,40256,A,443
192.168.221.11,52,6,23.198.125.28,1665372722.0674624,54,34144,A,443
192.168.221.11,339,6,23.198.125.28,1665372722.068029,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.0685365,64,443,A,34144
192.168.221.11,339,6,23.198.125.28,1665372722.0689018,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.0693767,64,443,A,34144
192.168.221.11,52,6,23.198.125.28,1665372722.0697398,54,34144,A,443
192.168.221.11,1232,6,23.198.125.28,1665372722.0701163,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.070607,64,443,A,34144
192.168.221.11,52,6,23.32.236.57,1665372722.070976,54,35372,A,443
192.168.221.11,323,6,23.32.236.57,1665372722.0713396,54,35372,PA,443
23.32.236.57,52,6,192.168.221.11,1665372722.071805,64,443,A,35372
192.168.221.11,323,6,23.32.236.57,1665372722.0721717,54,35372,PA,443
23.32.236.57,52,6,192.168.221.11,1665372722.0726495,64,443,A,35372
192.168.221.11,52,6,142.250.66.40,1665372722.073008,118,37600,A,443
192.168.221.11,52,6,23.32.236.57,1665372722.0733695,54,35372,A,443
192.168.221.11,122,6,23.32.236.57,1665372722.0737498,54,35372,PA,443
23.32.236.57,52,6,192.168.221.11,1665372722.0742333,64,443,A,35372
192.168.221.11,52,6,23.32.236.57,1665372722.0745943,54,35372,A,443
23.32.236.57,83,6,192.168.221.11,1665372722.074959,64,443,PA,35372
192.168.221.11,52,6,54.192.21.21,1665372722.0754287,238,38954,A,443
192.168.221.11,198,6,54.192.21.21,1665372722.0757864,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0762508,64,443,A,38954
192.168.221.11,114,6,54.192.21.21,1665372722.07662,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0771856,64,443,A,38954
54.192.21.21,83,6,192.168.221.11,1665372722.0775573,64,443,PA,38954
192.168.221.11,1438,6,23.32.236.57,1665372722.078034,54,35372,A,443
23.32.236.57,52,6,192.168.221.11,1665372722.0785258,64,443,A,35372
192.168.221.11,1928,6,23.32.236.57,1665372722.0789046,54,35372,PA,443
23.32.236.57,52,6,192.168.221.11,1665372722.0792015,64,443,A,35372
192.168.221.11,52,6,54.192.21.21,1665372722.079425,238,38954,A,443
192.168.221.11,52,6,54.192.21.21,1665372722.0796483,238,38954,A,443
192.168.221.11,83,6,54.192.21.21,1665372722.079862,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0801399,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.080378,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0806649,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.080892,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0811732,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0814016,238,38954,A,443
54.192.21.21,52,6,192.168.221.11,1665372722.08168,64,443,A,38954
31.13.75.17,81,6,192.168.221.11,1665372722.0818932,64,443,PA,35542
192.168.221.11,1438,6,54.192.21.21,1665372722.0822203,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.082504,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.082739,238,38954,A,443
192.168.221.11,1438,6,54.192.21.21,1665372722.0830548,238,38954,PA,443
192.168.221.11,2824,6,54.192.21.21,1665372722.0833564,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.083638,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.0838616,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0841517,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.0843797,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0847838,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.0850341,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.08532,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.085549,238,38954,PA,443
192.168.221.11,1438,6,54.192.21.21,1665372722.0858405,238,38954,A,443
192.168.221.11,1438,6,54.192.21.21,1665372722.0861669,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0864654,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0867019,238,38954,A,443
192.168.221.11,1438,6,54.192.21.21,1665372722.0869968,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0872781,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0875037,238,38954,A,443
104.16.149.64,166,6,192.168.221.11,1665372722.0877872,64,443,PA,50646
104.16.149.64,117,6,192.168.221.11,1665372722.0880818,64,443,PA,50646
192.168.221.11,1438,6,54.192.21.21,1665372722.088353,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0886445,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0888689,238,38954,A,443
192.168.221.11,1438,6,54.192.21.21,1665372722.0892115,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0894935,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0897179,238,38954,A,443
192.168.221.11,52,6,23.32.236.57,1665372722.0900304,54,35372,A,443
192.168.221.11,2824,6,54.192.21.21,1665372722.0902581,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0905414,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0907698,238,38954,A,443
54.192.21.21,52,6,192.168.221.11,1665372722.0910556,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0912766,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0915534,64,443,A,38954
192.168.221.11,52,6,54.192.21.21,1665372722.0925868,238,38954,A,443
192.168.221.11,2824,6,54.192.21.21,1665372722.0929303,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.093234,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.0934699,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0937705,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.094039,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.094347,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.0945835,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0948706,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0951147,238,38954,A,443
54.192.21.21,52,6,192.168.221.11,1665372722.0953975,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0956252,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0959113,64,443,A,38954
192.168.221.11,2824,6,54.192.21.21,1665372722.0961332,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0964184,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0966413,238,38954,A,443
54.192.21.21,52,6,192.168.221.11,1665372722.0969298,64,443,A,38954
192.168.221.11,1438,6,54.192.21.21,1665372722.0971556,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0974364,64,443,A,38954
192.168.221.11,1203,6,54.192.21.21,1665372722.097845,238,38954,PA,443
54.192.21.21,52,6,192.168.221.11,1665372722.0981658,64,443,A,38954
192.168.221.11,52,6,31.13.75.17,1665372722.098384,85,35542,A,443
192.168.221.11,40,6,104.16.149.64,1665372722.0986218,54,50646,A,443
192.168.221.11,40,6,104.16.149.64,1665372722.0988615,54,50646,A,443
192.168.221.11,1438,6,104.16.149.64,1665372722.099104,54,50646,A,443
104.16.149.64,40,6,192.168.221.11,1665372722.099384,64,443,A,50646
192.168.221.11,2893,6,104.16.149.64,1665372722.0996306,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.0999827,64,443,A,50646
192.168.221.11,2836,6,104.16.149.64,1665372722.1001992,54,50646,A,443
104.16.149.64,40,6,192.168.221.11,1665372722.1004832,64,443,A,50646
192.168.221.11,1495,6,104.16.149.64,1665372722.1007044,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.1009786,64,443,A,50646
192.168.221.11,2836,6,104.16.149.64,1665372722.101196,54,50646,A,443
104.16.149.64,40,6,192.168.221.11,1665372722.101562,64,443,A,50646
192.168.221.11,2190,6,104.16.149.64,1665372722.1017807,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.1020992,64,443,A,50646
192.168.221.11,71,6,104.16.149.64,1665372722.1023064,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.1025765,64,443,A,50646
192.168.221.11,1721,6,104.16.149.64,1665372722.1028,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.1030974,64,443,A,50646
192.168.221.11,71,6,104.16.149.64,1665372722.103307,54,50646,PA,443
104.16.149.64,40,6,192.168.221.11,1665372722.1035793,64,443,A,50646
216.58.203.74,663,6,192.168.221.11,1665372722.103785,64,443,PA,36694
23.198.125.28,638,6,192.168.221.11,1665372722.1040678,64,443,PA,34144
216.58.203.66,472,6,192.168.221.11,1665372722.1043446,64,443,PA,33008
216.58.203.66,91,6,192.168.221.11,1665372722.1046147,64,443,PA,33008
192.168.221.11,52,6,23.198.125.28,1665372722.1048884,54,34144,A,443
192.168.221.11,1438,6,23.198.125.28,1665372722.1051118,54,34144,A,443
23.198.125.28,52,6,192.168.221.11,1665372722.1054003,64,443,A,34144
192.168.221.11,1438,6,23.198.125.28,1665372722.1056676,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.1059833,64,443,A,34144
192.168.221.11,1438,6,23.198.125.28,1665372722.1062164,54,34144,A,443
23.198.125.28,52,6,192.168.221.11,1665372722.106495,64,443,A,34144
192.168.221.11,1272,6,23.198.125.28,1665372722.1067307,54,34144,PA,443
23.198.125.28,52,6,192.168.221.11,1665372722.107007,64,443,A,34144
192.168.221.11,52,6,216.58.203.66,1665372722.1072795,118,33008,A,443
192.168.221.11,52,6,216.58.203.66,1665372722.1075046,118,33008,A,443
192.168.221.11,91,6,216.58.203.66,1665372722.1077182,118,33008,PA,443
192.168.221.11,52,6,216.58.203.74,1665372722.1079917,55,36694,A,443
142.250.204.46,478,6,192.168.221.11,1665372722.1082177,64,443,PA,36030
104.18.42.171,95,6,192.168.221.11,1665372722.1084907,64,443,PA,39146
104.18.42.171,254,6,192.168.221.11,1665372722.1087606,64,443,PA,39146
104.18.42.171,199,6,192.168.221.11,1665372722.1090336,64,443,PA,39146
192.168.221.11,117,6,216.58.203.74,1665372722.1093,55,36694,PA,443
192.168.221.11,190,6,216.58.203.74,1665372722.1095793,55,36694,PA,443
216.58.203.74,52,6,192.168.221.11,1665372722.1098814,64,443,A,36694
192.168.221.11,83,6,216.58.203.74,1665372722.1101305,55,36694,PA,443
192.168.221.11,91,6,216.58.203.74,1665372722.1104002,55,36694,PA,443
216.58.203.74,52,6,192.168.221.11,1665372722.1106715,64,443,A,36694
216.58.203.74,91,6,192.168.221.11,1665372722.1108878,64,443,PA,36694
192.168.221.11,127,6,216.58.203.66,1665372722.1111665,118,33008,PA,443
216.58.203.66,52,6,192.168.221.11,1665372722.111433,64,443,A,33008
192.168.221.11,1155,6,216.58.203.66,1665372722.1116583,118,33008,PA,443
216.58.203.66,87,6,192.168.221.11,1665372722.1119428,64,443,PA,33008
192.168.221.11,228,6,216.58.203.66,1665372722.1122103,118,33008,PA,443
192.168.221.11,91,6,216.58.203.66,1665372722.1124868,118,33008,PA,443
216.58.203.66,52,6,192.168.221.11,1665372722.112752,64,443,A,33008
216.58.203.66,91,6,192.168.221.11,1665372722.1129773,64,443,PA,33008
192.168.221.11,52,6,142.250.204.46,1665372722.1132593,55,36030,A,443
192.168.221.11,75,6,104.18.42.171,1665372722.1134696,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372722.1137495,64,443,A,39146
192.168.221.11,75,6,104.18.42.171,1665372722.1140192,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372722.1142864,64,443,A,39146
192.168.221.11,595,6,104.18.42.171,1665372722.1144962,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372722.1147687,64,443,A,39146
192.168.221.11,572,6,104.18.42.171,1665372722.1149824,55,39146,PA,443
104.18.42.171,40,6,192.168.221.11,1665372722.1152635,64,443,A,39146
13.107.42.14,60,6,192.168.221.11,1665372722.1154718,64,443,S,48812
192.168.221.11,52,6,13.107.42.14,1665372722.1156943,116,48812,SA,443
13.107.42.14,40,6,192.168.221.11,1665372722.1159153,64,443,A,48812
13.107.42.14,557,6,192.168.221.11,1665372722.1161184,64,443,PA,48812
192.168.221.11,40,6,13.107.42.14,1665372722.116394,117,48812,A,443
192.168.221.11,2836,6,13.107.42.14,1665372722.1166468,117,48812,A,443
13.107.42.14,40,6,192.168.221.11,1665372722.1169274,64,443,A,48812
192.168.221.11,1762,6,13.107.42.14,1665372722.1171472,117,48812,PA,443
13.107.42.14,40,6,192.168.221.11,1665372722.1174252,64,443,A,48812
192.168.221.11,52,6,216.58.203.74,1665372722.117628,55,36694,A,443
13.107.42.14,198,6,192.168.221.11,1665372722.1178467,64,443,PA,48812
13.107.42.14,145,6,192.168.221.11,1665372722.118184,64,443,PA,48812
13.107.42.14,782,6,192.168.221.11,1665372722.1184988,64,443,PA,48812
192.168.221.11,40,6,13.107.42.14,1665372722.1187673,117,48812,A,443
192.168.221.11,40,6,13.107.42.14,1665372722.1190093,117,48812,A,443
192.168.221.11,40,6,13.107.42.14,1665372722.1192813,117,48812,A,443
192.168.221.11,382,6,13.107.42.14,1665372722.1195133,117,48812,PA,443
13.107.42.14,40,6,192.168.221.11,1665372722.1197836,64,443,A,48812
192.168.221.11,109,6,13.107.42.14,1665372722.1199927,117,48812,PA,443
13.107.42.14,40,6,192.168.221.11,1665372722.1202662,64,443,A,48812
192.168.221.11,138,6,142.250.204.46,1665372722.1204767,55,36030,PA,443
13.107.42.14,78,6,192.168.221.11,1665372722.1207428,64,443,PA,48812
192.168.221.11,83,6,142.250.204.46,1665372722.1210928,55,36030,PA,443
192.168.221.11,91,6,142.250.204.46,1665372722.1213672,55,36030,PA,443
142.250.204.46,52,6,192.168.221.11,1665372722.1216404,64,443,A,36030
142.250.204.46,91,6,192.168.221.11,1665372722.121858,64,443,PA,36030
192.168.221.11,78,6,13.107.42.14,1665372722.122165,117,48812,PA,443
13.107.42.14,40,6,192.168.221.11,1665372722.1224809,64,443,A,48812
192.168.221.11,52,6,216.58.203.66,1665372722.1226857,118,33008,A,443
192.168.221.11,40,6,13.107.42.14,1665372722.1228971,117,48812,A,443
142.250.204.46,114,6,192.168.221.11,1665372722.12537,64,443,PA,36030
192.168.221.11,77,6,31.13.75.17,1665372722.1258926,85,35542,PA,443
104.18.42.171,95,6,192.168.221.11,1665372722.1263587,64,443,PA,39146
104.18.42.171,254,6,192.168.221.11,1665372722.1267705,64,443,PA,39146
104.18.42.171,199,6,192.168.221.11,1665372722.1271799,64,443,PA,39146
104.18.42.171,95,6,192.168.221.11,1665372722.1275926,64,443,PA,39146
104.18.42.171,254,6,192.168.221.11,1665372722.1279955,64,443,PA,39146
142.250.204.100,580,6,192.168.221.11,1665372722.128521,64,443,PA,51406
142.250.66.99,449,6,192.168.221.11,1665372722.1290665,64,443,PA,37276
142.250.66.99,91,6,192.168.221.11,1665372722.1295695,64,443,PA,37276
104.18.42.171,199,6,192.168.221.11,1665372722.130105,64,443,PA,39146
192.168.221.11,52,6,142.250.204.46,1665372722.1306732,55,36030,A,443
142.250.204.78,52,6,192.168.221.11,1665372722.131084,64,443,A,35242
142.250.66.86,52,6,192.168.221.11,1665372722.1316383,64,443,A,36678
192.168.221.11,52,6,142.250.204.46,1665372722.1319234,55,36030,A,443
192.168.221.11,126,6,142.250.204.46,1665372722.1321657,55,36030,PA,443
